frame_id,seq_id,class_id,description
SEQ_0498_frame_00461,498,0,"Pronounced gas plume detected at coordinates (229, 141) with a dispersion of 56.8, consistent with active rumination."
SEQ_0498_frame_01627,498,0,The subject's metabolic profile indicates peak digestive activity. 1 separate emission zone(s) are visible across 17.9% of the field.
SEQ_0497_frame_00235,497,0,Thermal behavioural analysis reveals sustained high-emission state with mean gas intensity of 106 and maximum of 130.
SEQ_0486_frame_interp_00000,486,0,The animal is in an active rumination phase. Gas coverage of 7.6% with moderate thermal signature suggests high forage consumption.
SEQ_0510_frame_00205,510,0,"High metabolic output detected: the gas plume extends over 3.8% of the observation area, indicating robust digestive function."
SEQ_0491_frame_interp_00024,491,0,"Elevated eructation activity observed. The thermal emission centroid at (196, 187) reflects continuous gas release typical of high forage diet."
SEQ_0510_frame_00550,510,0,The bovine demonstrates active gastric fermentation with 1 gas cluster(s) and a spatial dispersion of 33.4.
SEQ_0496_frame_00393,496,0,Thermal imaging confirms high metabolic state: 10.9% gas coverage with moderate emission intensity across the monitored region.
SEQ_0510_frame_00343,510,0,The subject is actively ruminating with visible gas emission covering 12.3% of the thermal field at moderate intensity.
SEQ_0496_frame_00147,496,0,High forage intake evident: gas dispersion of 48.6 and 1 emission zone(s) indicate sustained digestive processing.
SEQ_0493_frame_00022,493,0,"The cow exhibits peak metabolic behaviour with thermal gas signature centered at (171, 105) and 1.3% coverage."
SEQ_0496_frame_00469,496,0,Active eructation state: the thermal plume shows moderate intensity with a spatial spread of 79.4 units.
SEQ_0497_frame_00746,497,0,Significant methane release detected. The high forage diet correlates with 20.6% gas coverage and 2 distinct emission region(s).
SEQ_0510_frame_00442,510,0,Behavioural state: active rumination. Gas emission parameters indicate moderate metabolic throughput with 8.1% field coverage.
SEQ_0497_frame_00696,497,0,"The thermal profile shows vigorous digestive activity, with gas dispersion at 40.8 and peak intensity of 210."
SEQ_0496_frame_00183,496,0,"The bovine subject exhibits high metabolic activity with a gas emission area covering 11.9% of the thermal field, centered at (208, 156)."
SEQ_0510_frame_00875,510,0,Active rumination state detected. The thermal signature shows a moderate-intensity gas plume dispersed across 5.5% of the frame.
SEQ_0495_frame_00129,495,0,"Elevated methane emission observed with 1 distinct gas region(s), characteristic of high forage dietary intake."
SEQ_0491_frame_00075,491,0,The cow displays vigorous digestive processing. Gas dispersion index of 25.6 indicates active eructation events.
SEQ_0496_frame_00400,496,0,High forage feeding state confirmed: thermal overlay reveals moderate emission intensity with 11.8% spatial coverage.
SEQ_0484_frame_00144,484,0,"Pronounced gas plume detected at coordinates (101, 135) with a dispersion of 45.5, consistent with active rumination."
SEQ_0497_frame_00088,497,0,The subject's metabolic profile indicates peak digestive activity. 1 separate emission zone(s) are visible across 19.4% of the field.
SEQ_0490_frame_interp_00041,490,0,Thermal behavioural analysis reveals sustained high-emission state with mean gas intensity of 81 and maximum of 130.
SEQ_0497_frame_00620,497,0,The animal is in an active rumination phase. Gas coverage of 3.6% with moderate thermal signature suggests high forage consumption.
SEQ_0498_frame_01039,498,0,"High metabolic output detected: the gas plume extends over 6.2% of the observation area, indicating robust digestive function."
SEQ_0498_frame_00896,498,0,"Elevated eructation activity observed. The thermal emission centroid at (231, 180) reflects continuous gas release typical of high forage diet."
SEQ_0498_frame_00875,498,0,The bovine demonstrates active gastric fermentation with 1 gas cluster(s) and a spatial dispersion of 51.8.
SEQ_0498_frame_01705,498,0,Thermal imaging confirms high metabolic state: 8.7% gas coverage with moderate emission intensity across the monitored region.
SEQ_0486_frame_00130,486,0,The subject is actively ruminating with visible gas emission covering 10.1% of the thermal field at moderate intensity.
SEQ_0492_frame_00116,492,0,High forage intake evident: gas dispersion of 32.7 and 1 emission zone(s) indicate sustained digestive processing.
SEQ_0510_frame_00779,510,0,"The cow exhibits peak metabolic behaviour with thermal gas signature centered at (118, 97) and 4.3% coverage."
SEQ_0483_frame_interp_00013,483,0,Active eructation state: the thermal plume shows moderate intensity with a spatial spread of 36.0 units.
SEQ_0498_frame_01811,498,0,Significant methane release detected. The high forage diet correlates with 19.0% gas coverage and 1 distinct emission region(s).
SEQ_0510_frame_00178,510,0,Behavioural state: active rumination. Gas emission parameters indicate low metabolic throughput with 6.4% field coverage.
SEQ_0496_frame_00091,496,0,"The thermal profile shows vigorous digestive activity, with gas dispersion at 47.5 and peak intensity of 201."
SEQ_0498_frame_01262,498,0,"The bovine subject exhibits high metabolic activity with a gas emission area covering 4.1% of the thermal field, centered at (123, 55)."
SEQ_0496_frame_00167,496,0,Active rumination state detected. The thermal signature shows a moderate-intensity gas plume dispersed across 11.3% of the frame.
SEQ_0495_frame_00664,495,0,"Elevated methane emission observed with 1 distinct gas region(s), characteristic of high forage dietary intake."
SEQ_0510_frame_00635,510,0,The cow displays vigorous digestive processing. Gas dispersion index of 39.3 indicates active eructation events.
SEQ_0498_frame_01344,498,0,High forage feeding state confirmed: thermal overlay reveals moderate emission intensity with 7.2% spatial coverage.
SEQ_0498_frame_00897,498,0,"Pronounced gas plume detected at coordinates (256, 185) with a dispersion of 48.1, consistent with active rumination."
SEQ_0493_frame_interp_00011,493,0,The subject's metabolic profile indicates peak digestive activity. 1 separate emission zone(s) are visible across 1.3% of the field.
SEQ_0497_frame_00536,497,0,Thermal behavioural analysis reveals sustained high-emission state with mean gas intensity of 113 and maximum of 184.
SEQ_0496_frame_00201,496,0,The animal is in an active rumination phase. Gas coverage of 4.4% with moderate thermal signature suggests high forage consumption.
SEQ_0493_frame_00035,493,0,"High metabolic output detected: the gas plume extends over 3.0% of the observation area, indicating robust digestive function."
SEQ_0495_frame_00578,495,0,"Elevated eructation activity observed. The thermal emission centroid at (153, 91) reflects continuous gas release typical of high forage diet."
SEQ_0510_frame_00375,510,0,The bovine demonstrates active gastric fermentation with 1 gas cluster(s) and a spatial dispersion of 22.3.
SEQ_0498_frame_01989,498,0,Thermal imaging confirms high metabolic state: 35.2% gas coverage with moderate emission intensity across the monitored region.
SEQ_0491_frame_interp_00021,491,0,The subject is actively ruminating with visible gas emission covering 10.5% of the thermal field at low intensity.
SEQ_0497_frame_00826,497,0,High forage intake evident: gas dispersion of 44.5 and 2 emission zone(s) indicate sustained digestive processing.
SEQ_0497_frame_00791,497,0,"The cow exhibits peak metabolic behaviour with thermal gas signature centered at (237, 38) and 10.1% coverage."
SEQ_0497_frame_00697,497,0,Active eructation state: the thermal plume shows moderate intensity with a spatial spread of 32.5 units.
SEQ_0496_frame_00638,496,0,Significant methane release detected. The high forage diet correlates with 4.5% gas coverage and 1 distinct emission region(s).
SEQ_0498_frame_01013,498,0,Behavioural state: active rumination. Gas emission parameters indicate moderate metabolic throughput with 8.3% field coverage.
SEQ_0498_frame_01775,498,0,"The thermal profile shows vigorous digestive activity, with gas dispersion at 41.2 and peak intensity of 224."
SEQ_0495_frame_00553,495,0,"The bovine subject exhibits high metabolic activity with a gas emission area covering 7.4% of the thermal field, centered at (175, 97)."
SEQ_0497_frame_00304,497,0,Active rumination state detected. The thermal signature shows a moderate-intensity gas plume dispersed across 21.2% of the frame.
SEQ_0496_frame_00716,496,0,"Elevated methane emission observed with 1 distinct gas region(s), characteristic of high forage dietary intake."
SEQ_0497_frame_00529,497,0,The cow displays vigorous digestive processing. Gas dispersion index of 45.8 indicates active eructation events.
SEQ_0495_frame_00091,495,0,High forage feeding state confirmed: thermal overlay reveals moderate emission intensity with 23.8% spatial coverage.
SEQ_0495_frame_00023,495,0,"Pronounced gas plume detected at coordinates (211, 121) with a dispersion of 60.4, consistent with active rumination."
SEQ_0498_frame_01280,498,0,The subject's metabolic profile indicates peak digestive activity. 1 separate emission zone(s) are visible across 14.1% of the field.
SEQ_0510_frame_00551,510,0,Thermal behavioural analysis reveals sustained high-emission state with mean gas intensity of 103 and maximum of 212.
SEQ_0510_frame_00626,510,0,The animal is in an active rumination phase. Gas coverage of 5.9% with moderate thermal signature suggests high forage consumption.
SEQ_0498_frame_00424,498,0,"High metabolic output detected: the gas plume extends over 23.6% of the observation area, indicating robust digestive function."
SEQ_0510_frame_00049,510,0,"Elevated eructation activity observed. The thermal emission centroid at (128, 173) reflects continuous gas release typical of high forage diet."
SEQ_0484_frame_00146,484,0,The bovine demonstrates active gastric fermentation with 1 gas cluster(s) and a spatial dispersion of 49.7.
SEQ_0498_frame_01238,498,0,Thermal imaging confirms high metabolic state: 17.2% gas coverage with moderate emission intensity across the monitored region.
SEQ_0488_frame_00096,488,0,The subject is actively ruminating with visible gas emission covering 5.9% of the thermal field at moderate intensity.
SEQ_0497_frame_00465,497,0,High forage intake evident: gas dispersion of 41.8 and 1 emission zone(s) indicate sustained digestive processing.
SEQ_0484_frame_00173,484,0,"The cow exhibits peak metabolic behaviour with thermal gas signature centered at (99, 118) and 17.4% coverage."
SEQ_0496_frame_00026,496,0,Active eructation state: the thermal plume shows moderate intensity with a spatial spread of 41.6 units.
SEQ_0495_frame_00496,495,0,Significant methane release detected. The high forage diet correlates with 21.7% gas coverage and 1 distinct emission region(s).
SEQ_0483_frame_interp_00002,483,0,Behavioural state: active rumination. Gas emission parameters indicate low metabolic throughput with 26.0% field coverage.
SEQ_0498_frame_00399,498,0,"The thermal profile shows vigorous digestive activity, with gas dispersion at 67.9 and peak intensity of 184."
SEQ_0492_frame_00025,492,0,"The bovine subject exhibits high metabolic activity with a gas emission area covering 4.2% of the thermal field, centered at (148, 165)."
SEQ_0492_frame_00491,492,0,Active rumination state detected. The thermal signature shows a moderate-intensity gas plume dispersed across 3.7% of the frame.
SEQ_0497_frame_00038,497,0,"Elevated methane emission observed with 1 distinct gas region(s), characteristic of high forage dietary intake."
SEQ_0497_frame_00193,497,0,The cow displays vigorous digestive processing. Gas dispersion index of 40.3 indicates active eructation events.
SEQ_0498_frame_01325,498,0,High forage feeding state confirmed: thermal overlay reveals moderate emission intensity with 14.2% spatial coverage.
SEQ_0497_frame_00720,497,0,"Pronounced gas plume detected at coordinates (235, 171) with a dispersion of 43.8, consistent with active rumination."
SEQ_0495_frame_00187,495,0,The subject's metabolic profile indicates peak digestive activity. 3 separate emission zone(s) are visible across 11.5% of the field.
SEQ_0497_frame_00539,497,0,Thermal behavioural analysis reveals sustained high-emission state with mean gas intensity of 115 and maximum of 128.
SEQ_0497_frame_00201,497,0,The animal is in an active rumination phase. Gas coverage of 1.2% with moderate thermal signature suggests high forage consumption.
SEQ_0493_frame_interp_00017,493,0,"High metabolic output detected: the gas plume extends over 2.1% of the observation area, indicating robust digestive function."
SEQ_0496_frame_00277,496,0,"Elevated eructation activity observed. The thermal emission centroid at (171, 119) reflects continuous gas release typical of high forage diet."
SEQ_0510_frame_00145,510,0,The bovine demonstrates active gastric fermentation with 1 gas cluster(s) and a spatial dispersion of 25.0.
SEQ_0496_frame_00071,496,0,Thermal imaging confirms high metabolic state: 7.0% gas coverage with moderate emission intensity across the monitored region.
SEQ_0498_frame_01632,498,0,The subject is actively ruminating with visible gas emission covering 0.9% of the thermal field at moderate intensity.
SEQ_0492_frame_00542,492,0,High forage intake evident: gas dispersion of 26.8 and 1 emission zone(s) indicate sustained digestive processing.
SEQ_0491_frame_interp_00013,491,0,"The cow exhibits peak metabolic behaviour with thermal gas signature centered at (181, 183) and 10.9% coverage."
SEQ_0497_frame_00569,497,0,Active eructation state: the thermal plume shows moderate intensity with a spatial spread of 61.5 units.
SEQ_0496_frame_00725,496,0,Significant methane release detected. The high forage diet correlates with 8.9% gas coverage and 1 distinct emission region(s).
SEQ_0488_frame_interp_00020,488,0,Behavioural state: active rumination. Gas emission parameters indicate moderate metabolic throughput with 24.6% field coverage.
SEQ_0486_frame_interp_00023,486,0,"The thermal profile shows vigorous digestive activity, with gas dispersion at 26.0 and peak intensity of 135."
SEQ_0488_frame_00028,488,0,"The bovine subject exhibits high metabolic activity with a gas emission area covering 14.0% of the thermal field, centered at (135, 123)."
SEQ_0498_frame_00377,498,0,Active rumination state detected. The thermal signature shows a moderate-intensity gas plume dispersed across 12.9% of the frame.
SEQ_0510_frame_00420,510,0,"Elevated methane emission observed with 1 distinct gas region(s), characteristic of high forage dietary intake."
SEQ_0498_frame_00882,498,0,The cow displays vigorous digestive processing. Gas dispersion index of 43.5 indicates active eructation events.
SEQ_0488_frame_00051,488,0,High forage feeding state confirmed: thermal overlay reveals moderate emission intensity with 13.0% spatial coverage.
SEQ_0492_frame_00019,492,0,"Pronounced gas plume detected at coordinates (149, 157) with a dispersion of 21.2, consistent with active rumination."
SEQ_0496_frame_00542,496,0,The subject's metabolic profile indicates peak digestive activity. 1 separate emission zone(s) are visible across 20.4% of the field.
SEQ_0483_frame_interp_00037,483,0,Thermal behavioural analysis reveals sustained high-emission state with mean gas intensity of 101 and maximum of 168.
SEQ_0496_frame_00486,496,0,The animal is in an active rumination phase. Gas coverage of 17.8% with moderate thermal signature suggests high forage consumption.
SEQ_0498_frame_00248,498,0,"High metabolic output detected: the gas plume extends over 4.0% of the observation area, indicating robust digestive function."
SEQ_0496_frame_00586,496,0,"Elevated eructation activity observed. The thermal emission centroid at (226, 142) reflects continuous gas release typical of high forage diet."
SEQ_0498_frame_00873,498,0,The bovine demonstrates active gastric fermentation with 1 gas cluster(s) and a spatial dispersion of 51.4.
SEQ_0486_frame_00101,486,0,Thermal imaging confirms high metabolic state: 16.4% gas coverage with moderate emission intensity across the monitored region.
SEQ_0490_frame_interp_00040,490,0,The subject is actively ruminating with visible gas emission covering 1.1% of the thermal field at low intensity.
SEQ_0501_frame_02456,501,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 6.7% of the thermal field.
SEQ_0499_frame_00413,499,1,Normal digestive equilibrium observed. Gas coverage at 2.8% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0499_frame_00378,499,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 42.8.
SEQ_0503_frame_01089,503,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (166, 121)."
SEQ_0499_frame_00234,499,1,The subject's metabolic rate is within normal parameters. Gas area of 4.8% and moderate emission intensity indicate dietary balance.
SEQ_0500_frame_00754,500,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 104.
SEQ_0504_frame_00185,504,1,The animal maintains thermal equilibrium with consistent gas output at 2.0% coverage and 68.4 dispersion.
SEQ_0504_frame_00142,504,1,Balanced dietary intake reflected in moderate gas emission: 3.2% spatial coverage with moderate thermal intensity.
SEQ_0504_frame_01511,504,1,"Homeostatic regulation observed. The gas plume at (194, 156) indicates normal rumen function under balanced feeding."
SEQ_0504_frame_02354,504,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 30.4 and 6.3% coverage are consistent with control diet.
SEQ_0504_frame_00081,504,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0503_frame_01539,503,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (136, 105)."
SEQ_0500_frame_01068,500,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 0.1%, intensity: low."
SEQ_0500_frame_00147,500,1,The subject shows typical homeostatic gas emission with 7.4% coverage and 1 distinct region(s).
SEQ_0504_frame_02255,504,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 14.6.
SEQ_0503_frame_01996,503,1,The cow's digestive output is stable. Gas emission area of 16.2% and mean intensity 113 reflect dietary equilibrium.
SEQ_0501_frame_01466,501,1,Normal behavioural state observed with moderate gas dispersion (21.1) and 3.7% thermal field coverage.
SEQ_0500_frame_00629,500,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0500_frame_00995,500,1,"Controlled gas emission at (217, 164) with 1.6% coverage suggests balanced rumen activity."
SEQ_0501_frame_01154,501,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 219.
SEQ_0501_frame_00235,501,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 8.6% of the thermal field.
SEQ_0503_frame_00402,503,1,Normal digestive equilibrium observed. Gas coverage at 5.8% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0504_frame_01519,504,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 24.7.
SEQ_0504_frame_01821,504,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (196, 154)."
SEQ_0504_frame_01615,504,1,The subject's metabolic rate is within normal parameters. Gas area of 4.5% and moderate emission intensity indicate dietary balance.
SEQ_0501_frame_01325,501,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 103.
SEQ_0500_frame_01133,500,1,The animal maintains thermal equilibrium with consistent gas output at 0.8% coverage and 16.2 dispersion.
SEQ_0501_frame_02175,501,1,Balanced dietary intake reflected in moderate gas emission: 3.7% spatial coverage with moderate thermal intensity.
SEQ_0503_frame_02967,503,1,"Homeostatic regulation observed. The gas plume at (153, 163) indicates normal rumen function under balanced feeding."
SEQ_0500_frame_00006,500,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 41.6 and 4.4% coverage are consistent with control diet.
SEQ_0504_frame_01576,504,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0499_frame_01015,499,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (205, 161)."
SEQ_0503_frame_01061,503,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 1.8%, intensity: moderate."
SEQ_0501_frame_01028,501,1,The subject shows typical homeostatic gas emission with 6.9% coverage and 1 distinct region(s).
SEQ_0501_frame_00229,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 53.4.
SEQ_0501_frame_02184,501,1,The cow's digestive output is stable. Gas emission area of 4.4% and mean intensity 106 reflect dietary equilibrium.
SEQ_0503_frame_02104,503,1,Normal behavioural state observed with moderate gas dispersion (22.2) and 5.7% thermal field coverage.
SEQ_0501_frame_00089,501,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0501_frame_01671,501,1,"Controlled gas emission at (152, 199) with 7.4% coverage suggests balanced rumen activity."
SEQ_0503_frame_00254,503,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 177.
SEQ_0501_frame_00467,501,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 9.4% of the thermal field.
SEQ_0503_frame_01743,503,1,Normal digestive equilibrium observed. Gas coverage at 6.6% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0499_frame_00028,499,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 21.9.
SEQ_0503_frame_01485,503,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (178, 143)."
SEQ_0500_frame_00792,500,1,The subject's metabolic rate is within normal parameters. Gas area of 2.8% and moderate emission intensity indicate dietary balance.
SEQ_0501_frame_00032,501,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 103.
SEQ_0504_frame_02324,504,1,The animal maintains thermal equilibrium with consistent gas output at 7.1% coverage and 34.5 dispersion.
SEQ_0499_frame_00110,499,1,Balanced dietary intake reflected in moderate gas emission: 17.6% spatial coverage with moderate thermal intensity.
SEQ_0501_frame_00259,501,1,"Homeostatic regulation observed. The gas plume at (186, 163) indicates normal rumen function under balanced feeding."
SEQ_0504_frame_02274,504,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 36.4 and 6.8% coverage are consistent with control diet.
SEQ_0501_frame_01460,501,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0501_frame_02613,501,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (169, 212)."
SEQ_0501_frame_01461,501,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 14.5%, intensity: moderate."
SEQ_0500_frame_01081,500,1,The subject shows typical homeostatic gas emission with 0.3% coverage and 1 distinct region(s).
SEQ_0501_frame_01617,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 39.1.
SEQ_0503_frame_01399,503,1,The cow's digestive output is stable. Gas emission area of 5.1% and mean intensity 118 reflect dietary equilibrium.
SEQ_0501_frame_01703,501,1,Normal behavioural state observed with moderate gas dispersion (36.3) and 5.7% thermal field coverage.
SEQ_0500_frame_01180,500,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0500_frame_01196,500,1,"Controlled gas emission at (188, 152) with 2.4% coverage suggests balanced rumen activity."
SEQ_0500_frame_01090,500,1,Homeostatic digestive behaviour: the thermal signature shows low gas intensity with peak value of 182.
SEQ_0501_frame_00995,501,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 8.3% of the thermal field.
SEQ_0499_frame_00474,499,1,Normal digestive equilibrium observed. Gas coverage at 3.5% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0503_frame_02018,503,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 15.0.
SEQ_0501_frame_00383,501,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (136, 193)."
SEQ_0499_frame_00537,499,1,The subject's metabolic rate is within normal parameters. Gas area of 17.9% and moderate emission intensity indicate dietary balance.
SEQ_0503_frame_00387,503,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 115.
SEQ_0501_frame_02422,501,1,The animal maintains thermal equilibrium with consistent gas output at 7.5% coverage and 35.9 dispersion.
SEQ_0503_frame_02656,503,1,Balanced dietary intake reflected in moderate gas emission: 3.3% spatial coverage with moderate thermal intensity.
SEQ_0504_frame_00601,504,1,"Homeostatic regulation observed. The gas plume at (193, 162) indicates normal rumen function under balanced feeding."
SEQ_0500_frame_00607,500,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 9.7 and 0.3% coverage are consistent with control diet.
SEQ_0501_frame_02060,501,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0501_frame_01455,501,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (145, 153)."
SEQ_0501_frame_00450,501,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 19.5%, intensity: moderate."
SEQ_0501_frame_02280,501,1,The subject shows typical homeostatic gas emission with 8.6% coverage and 1 distinct region(s).
SEQ_0504_frame_00859,504,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 44.3.
SEQ_0503_frame_00277,503,1,The cow's digestive output is stable. Gas emission area of 3.4% and mean intensity 113 reflect dietary equilibrium.
SEQ_0504_frame_02291,504,1,Normal behavioural state observed with moderate gas dispersion (16.5) and 3.8% thermal field coverage.
SEQ_0500_frame_00218,500,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0501_frame_01291,501,1,"Controlled gas emission at (138, 151) with 6.0% coverage suggests balanced rumen activity."
SEQ_0500_frame_00011,500,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 203.
SEQ_0500_frame_01156,500,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 3.4% of the thermal field.
SEQ_0503_frame_00802,503,1,Normal digestive equilibrium observed. Gas coverage at 13.4% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0499_frame_00218,499,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 46.9.
SEQ_0503_frame_00094,503,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (107, 95)."
SEQ_0503_frame_00424,503,1,The subject's metabolic rate is within normal parameters. Gas area of 2.4% and moderate emission intensity indicate dietary balance.
SEQ_0499_frame_00936,499,1,Steady-state digestive processing observed. 2 emission zone(s) present with mean intensity of 102.
SEQ_0499_frame_01004,499,1,The animal maintains thermal equilibrium with consistent gas output at 1.4% coverage and 29.1 dispersion.
SEQ_0501_frame_00372,501,1,Balanced dietary intake reflected in moderate gas emission: 13.0% spatial coverage with moderate thermal intensity.
SEQ_0499_frame_00065,499,1,"Homeostatic regulation observed. The gas plume at (172, 140) indicates normal rumen function under balanced feeding."
SEQ_0501_frame_00204,501,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 46.1 and 14.8% coverage are consistent with control diet.
SEQ_0501_frame_02424,501,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0499_frame_00656,499,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (126, 122)."
SEQ_0504_frame_00058,504,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 23.4%, intensity: moderate."
SEQ_0500_frame_00412,500,1,The subject shows typical homeostatic gas emission with 0.9% coverage and 1 distinct region(s).
SEQ_0499_frame_00044,499,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 51.8.
SEQ_0499_frame_00305,499,1,The cow's digestive output is stable. Gas emission area of 18.6% and mean intensity 111 reflect dietary equilibrium.
SEQ_0500_frame_00420,500,1,Normal behavioural state observed with moderate gas dispersion (12.2) and 1.2% thermal field coverage.
SEQ_0499_frame_00979,499,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0503_frame_00091,503,1,"Controlled gas emission at (97, 113) with 12.5% coverage suggests balanced rumen activity."
SEQ_0503_frame_01567,503,1,Homeostatic digestive behaviour: the thermal signature shows moderate gas intensity with peak value of 172.
SEQ_0500_frame_01131,500,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 3.0% of the thermal field.
SEQ_0504_frame_01578,504,1,Normal digestive equilibrium observed. Gas coverage at 0.8% with moderate intensity reflects a balanced 50:50 forage-concentrate diet.
SEQ_0503_frame_01035,503,1,The cow displays stable metabolic behaviour with 1 gas region(s) and a dispersion of 24.3.
SEQ_0501_frame_00093,501,1,"Balanced homeostatic condition confirmed: the thermal signature shows moderate emission centered at (174, 197)."
SEQ_0503_frame_01729,503,1,The subject's metabolic rate is within normal parameters. Gas area of 5.3% and moderate emission intensity indicate dietary balance.
SEQ_0500_frame_00294,500,1,Steady-state digestive processing observed. 1 emission zone(s) present with mean intensity of 103.
SEQ_0501_frame_01085,501,1,The animal maintains thermal equilibrium with consistent gas output at 7.2% coverage and 32.2 dispersion.
SEQ_0499_frame_00532,499,1,Balanced dietary intake reflected in moderate gas emission: 3.8% spatial coverage with moderate thermal intensity.
SEQ_0503_frame_00783,503,1,"Homeostatic regulation observed. The gas plume at (165, 165) indicates normal rumen function under balanced feeding."
SEQ_0503_frame_01013,503,1,The bovine exhibits a stable metabolic profile. Gas dispersion of 18.3 and 1.7% coverage are consistent with control diet.
SEQ_0499_frame_00021,499,1,Normal rumination behaviour detected with 1 gas cluster(s) at moderate intensity level.
SEQ_0503_frame_02547,503,1,"The thermal emission pattern indicates balanced digestive activity with gas centered at (132, 117)."
SEQ_0504_frame_02282,504,1,"Moderate methane output observed, consistent with a balanced forage-concentrate ratio. Coverage: 10.7%, intensity: moderate."
SEQ_0504_frame_01971,504,1,The subject shows typical homeostatic gas emission with 3.4% coverage and 1 distinct region(s).
SEQ_0501_frame_00867,501,1,Balanced metabolic state: thermal gas signature at moderate intensity with spatial dispersion of 36.4.
SEQ_0503_frame_01048,503,1,The cow's digestive output is stable. Gas emission area of 4.0% and mean intensity 111 reflect dietary equilibrium.
SEQ_0499_frame_00556,499,1,Normal behavioural state observed with moderate gas dispersion (36.1) and 4.4% thermal field coverage.
SEQ_0499_frame_00273,499,1,The thermal profile indicates standard metabolic function under balanced dietary conditions with 1 emission zone(s).
SEQ_0501_frame_02375,501,1,"Controlled gas emission at (154, 184) with 3.6% coverage suggests balanced rumen activity."
SEQ_0500_frame_00692,500,1,Homeostatic digestive behaviour: the thermal signature shows low gas intensity with peak value of 118.
SEQ_0499_frame_00961,499,1,The bovine subject maintains a balanced homeostatic state with moderate gas emission covering 8.7% of the thermal field.
